sale_id,date,order_id,customer_id,product,region,channel,units,revenue,cost,expense,profit
32998,2026-01-26 00:00:00,5042,8784,Surge Protector,South,Website,1,1211.88,807.92,154.86,249.1
32999,2025-01-23 00:00:00,192,4533,Gaming Laptop,East,Marketplace,2,173191.23,130799.27,19524.66,22867.31
33000,2026-03-21 00:00:00,24977,660,Action Camera,West,Website,2,28311.68,19346.23,3386.0,5579.45
33001,2026-08-12 00:00:00,23126,8736,Business Laptop 14,East,Website,1,65664.56,55080.64,5584.95,4998.97
33002,2025-09-03 00:00:00,23459,7627,Mesh Router,East,Marketplace,1,9189.56,6139.01,783.74,2266.81
33003,2026-08-23 00:00:00,12312,8778,SSD 1TB,East,Website,3,23032.09,17242.41,1730.17,4059.51
33004,2026-02-12 00:00:00,18814,8265,Studio Headphones,East,B2B,4,27320.28,16414.07,3540.68,7365.53
33005,2026-03-23 00:00:00,18456,4369,Surge Protector,Central,Marketplace,3,3961.74,3317.96,283.72,360.06
33006,2025-11-30 00:00:00,18266,2244,Wireless Headset,East,B2B,1,3459.4,2717.18,325.56,416.66
33007,2026-02-25 00:00:00,23011,2502,Smart Monitor 24,East,Retail,3,37500.59,31018.56,4086.33,2395.7
33008,2026-07-24 00:00:00,11696,1546,SSD 2TB,West,Retail,2,25898.46,18145.21,3019.1,4734.15
33009,2025-12-25 00:00:00,3571,5214,Tablet Pro,West,Retail,1,35295.1,24964.02,2634.91,7696.17
33010,2025-11-24 00:00:00,17120,2,Ultrabook,East,Website,2,170023.1,103125.89,13117.99,53779.22
33011,2025-04-14 00:00:00,24046,1454,UPS 1KVA,Central,Website,3,19828.18,16598.42,1251.25,1978.51
33012,2025-11-11 00:00:00,1108,6140,NAS 2-Bay,Central,Website,2,57545.36,46944.74,3192.55,7408.07
33013,2026-06-10 00:00:00,1269,7555,UPS 2KVA,South,Website,4,62693.59,45056.71,5507.63,12129.25
33014,2026-02-11 00:00:00,1081,7414,Smart Monitor 24,South,B2B,3,38207.76,23036.03,4659.02,10512.71
33015,2026-03-12 00:00:00,17028,680,Business Router,East,Retail,2,34746.83,28653.44,3514.63,2578.76
33016,2025-04-03 00:00:00,13740,1730,Webcam HD,North,Marketplace,2,4579.31,3486.0,368.96,724.34
33017,2026-05-30 00:00:00,542,8352,WiFi Router,South,B2B,2,8711.75,7121.06,794.79,795.91
33018,2025-11-19 00:00:00,8881,9216,Tablet Pro,Central,Website,4,137084.91,90775.34,9011.28,37298.29
33019,2025-10-05 00:00:00,22377,2063,Smartphone Pro,Central,Website,1,41548.61,34305.19,4606.4,2637.01
33020,2025-01-31 00:00:00,5236,6843,USB-C Hub,North,Marketplace,2,3646.47,2207.88,323.04,1115.56
33021,2026-06-27 00:00:00,16323,2786,Security Camera,North,Website,1,5886.86,4767.1,508.62,611.13
33022,2026-01-17 00:00:00,20996,8993,Smart Monitor 24,North,Marketplace,4,46595.66,31266.95,5664.86,9663.85
33023,2025-07-09 00:00:00,13402,6196,Smartphone Pro,West,Retail,4,168148.0,113646.38,9164.93,45336.69
33024,2025-11-22 00:00:00,8368,4481,Studio Headphones,West,B2B,1,5887.41,4216.81,705.69,964.91
33025,2026-07-07 00:00:00,3605,1175,UPS 1KVA,West,Retail,1,8937.85,7130.24,1136.54,671.07
33026,2026-05-26 00:00:00,18318,4764,Smart Monitor 27,West,B2B,3,58119.17,37064.9,5061.11,15993.16
33027,2025-07-01 00:00:00,6924,8903,External HDD,South,Marketplace,2,10832.82,6961.71,1219.83,2651.29
33028,2026-05-01 00:00:00,24929,5920,External HDD,West,B2B,2,13155.77,9630.08,971.93,2553.75
33029,2025-01-05 00:00:00,6366,9787,Smartphone A,Central,Website,1,16756.34,11765.43,1551.13,3439.78
33030,2025-09-20 00:00:00,16827,5766,USB-C Hub,West,Website,4,7344.34,5117.68,676.44,1550.22
33031,2025-11-30 00:00:00,6352,8387,Smart Monitor 24,Central,B2B,3,33664.85,21069.48,2098.08,10497.29
33032,2026-02-05 00:00:00,10353,7100,Smartwatch,South,Marketplace,1,9091.24,6063.94,1044.78,1982.52
33033,2025-01-01 00:00:00,12761,5214,Tablet Pro,South,B2B,4,133095.83,91483.32,9872.94,31739.57
33034,2025-07-04 00:00:00,22113,7599,Smartphone Pro,West,Retail,2,86802.12,60766.92,8534.57,17500.63
33035,2025-06-06 00:00:00,24988,6227,Webcam Pro,South,B2B,4,28838.29,21432.85,1898.36,5507.07
33036,2025-08-24 00:00:00,19949,9077,Tablet Pro,South,Marketplace,2,64692.51,41620.06,6849.9,16222.54
33037,2026-02-25 00:00:00,5648,3052,Mechanical Keyboard,West,Retail,1,3497.57,2806.6,330.64,360.34
33038,2025-02-17 00:00:00,11215,5384,Mini PC,Central,Website,3,109007.97,68386.23,12525.22,28096.52
33039,2026-04-01 00:00:00,17559,6372,Mechanical Keyboard,South,Retail,1,3920.86,2665.82,248.02,1007.02
33040,2025-03-03 00:00:00,12681,1575,Power Bank,West,Website,2,3138.53,2204.63,274.9,659.0
33041,2025-11-05 00:00:00,7974,9707,Smartphone A,South,Website,4,77040.83,48812.77,4124.09,24103.98
33042,2026-05-13 00:00:00,4118,7439,Business Router,West,Retail,4,71445.21,54356.38,4863.87,12224.95
33043,2026-06-19 00:00:00,8530,969,Gaming Laptop,East,Website,1,100281.52,63421.69,9887.56,26972.27
33044,2026-08-14 00:00:00,15884,6411,Studio Headphones,South,B2B,2,14297.84,11022.74,1464.38,1810.72
33045,2025-09-20 00:00:00,5784,2096,Webcam Pro,South,Marketplace,1,6757.88,4584.46,390.82,1782.6
33046,2025-10-25 00:00:00,15944,1487,WiFi Router,West,Marketplace,2,7597.76,4726.04,799.91,2071.8
33047,2026-07-02 00:00:00,1054,7745,UPS 2KVA,Central,Website,2,33506.75,27692.31,4030.89,1783.55
33048,2025-03-19 00:00:00,7133,283,Pro Mouse,Central,Retail,3,3000.04,2442.44,331.37,226.22
33049,2026-07-07 00:00:00,6479,1546,Fast Charger,South,B2B,3,4205.75,2613.48,474.07,1118.2
33050,2025-02-23 00:00:00,23308,9580,Mini PC,North,Retail,2,68981.74,50490.32,4281.12,14210.31
33051,2025-02-25 00:00:00,22333,8057,Action Camera,South,B2B,1,12678.49,7670.08,1310.6,3697.8
33052,2025-01-28 00:00:00,16117,8116,Tablet 10,West,Retail,1,21981.78,17634.01,1128.56,3219.2
33053,2025-05-21 00:00:00,3930,6700,UPS 1KVA,South,Website,1,7107.48,4273.65,888.17,1945.66
33054,2026-06-19 00:00:00,3906,9779,Bluetooth Speaker,North,B2B,2,10008.22,8405.83,593.24,1009.16
33055,2025-05-07 00:00:00,14320,4701,Mesh Router,East,Retail,1,8296.63,5126.83,1046.31,2123.49
33056,2025-09-26 00:00:00,5150,8166,Mechanical Keyboard,East,B2B,3,11320.29,7271.82,923.29,3125.17
33057,2026-05-05 00:00:00,20053,1278,SSD 1TB,West,B2B,2,16187.25,13419.36,1344.63,1423.26
33058,2026-06-20 00:00:00,7171,8503,Pro Mouse,South,Retail,4,5193.64,3963.73,633.17,596.74
33059,2025-09-24 00:00:00,17481,5830,Pro Mouse,East,Website,1,1116.98,755.32,137.73,223.93
33060,2025-08-09 00:00:00,4624,1304,Nexora Keyboard,North,Retail,1,1232.54,1015.81,68.7,148.03
33061,2025-10-10 00:00:00,3887,7205,WiFi Router,South,Marketplace,1,3938.97,2609.96,202.43,1126.59
33062,2025-12-24 00:00:00,93,7703,Smartphone A,East,Marketplace,1,18414.28,11158.05,2054.43,5201.8
33063,2025-07-15 00:00:00,15836,7001,Fast Charger,West,Website,1,1265.65,909.82,147.3,208.54
33064,2026-02-14 00:00:00,15283,3501,Studio Headphones,North,Website,1,6263.14,4531.68,416.43,1315.03
33065,2026-05-06 00:00:00,6804,9887,Smart Lock,East,B2B,2,16471.09,13270.73,2062.23,1138.13
33066,2025-01-31 00:00:00,11972,4262,WiFi Router,Central,Website,1,3797.0,2294.06,229.86,1273.08
33067,2026-05-15 00:00:00,14005,6113,Mini PC,South,Retail,2,87311.75,66191.32,10471.2,10649.22
33068,2026-02-19 00:00:00,6387,428,Security Camera,South,B2B,1,5604.59,4266.61,414.23,923.75
33069,2025-02-05 00:00:00,20220,5617,Wireless Headset,South,B2B,2,5961.55,4018.79,537.13,1405.63
33070,2026-05-02 00:00:00,3918,6910,Smart Monitor 24,Central,Website,3,35278.62,24227.49,2336.75,8714.37
33071,2025-10-29 00:00:00,2872,2530,Nexora Keyboard,North,Retail,3,3759.51,2390.11,410.78,958.62
33072,2025-01-14 00:00:00,919,1196,Studio Headphones,West,Retail,1,5492.8,4088.03,680.91,723.86
33073,2025-02-19 00:00:00,2468,3594,Mesh Router,Central,Retail,1,7745.77,4669.91,769.84,2306.03
33074,2025-02-05 00:00:00,21209,5543,Creator Laptop,North,Website,1,91510.47,60282.18,6975.15,24253.14
33075,2025-09-05 00:00:00,5610,7384,Fitness Band,North,Retail,4,12521.39,8824.42,869.81,2827.16
33076,2025-11-14 00:00:00,1215,8905,Security Camera,South,Website,4,20474.38,14483.28,2255.27,3735.83
33077,2025-05-27 00:00:00,10145,467,External HDD,North,B2B,2,11329.77,6848.17,1357.46,3124.15
33078,2026-08-14 00:00:00,3750,5090,Business Laptop 15,Central,B2B,4,301494.5,252497.3,18837.09,30160.11
33079,2025-01-20 00:00:00,20544,5751,4K Monitor,South,Website,1,24527.64,18736.24,1466.2,4325.2
33080,2026-08-15 00:00:00,8942,2115,USB-C Hub,East,Retail,2,4647.33,3657.91,441.09,548.33
33081,2025-04-02 00:00:00,20801,1256,Mesh Router,South,Website,1,7771.02,4910.34,993.89,1866.79
33082,2025-03-08 00:00:00,24033,1111,Surge Protector,East,Marketplace,1,990.87,669.7,72.79,248.37
33083,2025-10-26 00:00:00,21599,6780,Tablet 10,East,Marketplace,2,48028.64,37897.47,5256.36,4874.82
33084,2026-04-08 00:00:00,10515,4036,Mini PC,Central,Website,2,77385.84,51516.79,6115.77,19753.28
33085,2026-02-06 00:00:00,5113,2102,Mesh Router,South,Website,2,18615.14,15104.75,1350.75,2159.64
33086,2026-04-28 00:00:00,16017,9693,4K Monitor,Central,Website,4,127286.63,90252.29,15491.44,21542.9
33087,2025-10-03 00:00:00,13455,9368,Creator Laptop,North,Website,2,198267.58,124093.31,16914.8,57259.47
33088,2026-06-18 00:00:00,7323,6799,Security Camera,East,Retail,4,21822.26,16727.41,2040.75,3054.1
33089,2026-04-10 00:00:00,23911,1861,Business Laptop 15,West,Website,2,138888.76,115331.24,14641.4,8916.12
33090,2025-01-27 00:00:00,5208,2343,UPS 1KVA,South,Retail,1,6898.82,5052.29,747.94,1098.6
33091,2025-11-02 00:00:00,6025,986,Studio Headphones,West,Website,1,6447.06,5272.95,540.6,633.51
33092,2026-08-15 00:00:00,18938,878,Mini PC,North,Marketplace,4,178083.1,115029.08,21284.05,41769.97
33093,2026-03-18 00:00:00,24380,290,Mini PC,West,Website,3,121685.55,82026.18,11811.99,27847.38
33094,2026-05-15 00:00:00,3832,8920,Smart Monitor 27,East,B2B,1,17115.2,13728.02,1571.95,1815.23
33095,2026-03-14 00:00:00,23358,2175,UPS 2KVA,Central,Marketplace,2,30894.19,25859.4,2852.0,2182.79
33096,2026-01-05 00:00:00,10585,8636,Mini PC,Central,B2B,3,119165.52,84853.96,6533.42,27778.15
33097,2025-07-23 00:00:00,12285,3346,Security Camera,West,Marketplace,1,5254.12,4193.71,368.9,691.51
33098,2025-02-10 00:00:00,17649,9494,Webcam HD,West,Marketplace,4,10311.78,6774.5,1293.9,2243.38
33099,2025-07-03 00:00:00,16009,4860,4K Monitor,South,Marketplace,1,30552.29,22484.12,1916.82,6151.34
33100,2025-05-27 00:00:00,12713,7385,Mini PC,North,Marketplace,1,35731.54,22209.72,3705.56,9816.27
33101,2026-03-17 00:00:00,10566,7382,Smartphone A,North,Website,2,38722.12,29411.76,2796.42,6513.94
33102,2025-07-30 00:00:00,15818,2535,Webcam Pro,North,Retail,1,7323.38,4596.22,595.16,2132.0
33103,2025-08-04 00:00:00,1411,7745,Smart Monitor 27,Central,Marketplace,1,15847.4,11384.76,1762.52,2700.12
33104,2026-06-06 00:00:00,19101,7120,Smartwatch,North,Marketplace,2,19543.36,13538.86,1857.7,4146.8
33105,2025-04-29 00:00:00,6267,5013,Smart Monitor 24,West,B2B,1,11839.68,9248.86,1369.53,1221.28
33106,2026-04-08 00:00:00,8241,2192,External HDD,Central,Marketplace,1,6431.29,3995.23,757.96,1678.1
33107,2025-08-03 00:00:00,14408,2363,Mini PC,South,Marketplace,2,68834.92,42046.64,6402.38,20385.91
33108,2026-07-26 00:00:00,2849,2117,UPS 2KVA,North,Retail,4,61774.86,42657.02,4650.14,14467.7
33109,2026-08-04 00:00:00,11925,7695,Webcam Pro,North,B2B,2,15257.58,11294.91,1935.68,2026.99
33110,2025-09-14 00:00:00,3078,5139,Mesh Router,West,Website,1,9462.26,6614.46,641.15,2206.65
33111,2026-04-21 00:00:00,2928,4233,Mini PC,East,Website,2,80828.34,61482.25,8307.47,11038.63
33112,2026-07-12 00:00:00,5191,5047,Mechanical Keyboard,West,Marketplace,3,10876.95,6806.78,1223.5,2846.68
33113,2026-01-02 00:00:00,10056,919,SSD 1TB,Central,Website,1,7558.1,4687.51,611.65,2258.94
33114,2026-06-29 00:00:00,18872,8321,Webcam HD,North,Marketplace,1,3149.77,2130.64,351.82,667.31
33115,2026-02-20 00:00:00,22294,15,Wireless Headset,East,Retail,4,13242.21,8673.84,1005.78,3562.59
33116,2025-01-12 00:00:00,14914,6009,Tablet Pro,Central,Retail,4,121636.72,74951.9,9453.02,37231.8
33117,2026-01-05 00:00:00,12745,758,NAS 2-Bay,Central,Marketplace,2,58704.66,42288.63,3563.04,12852.99
33118,2025-05-26 00:00:00,21441,9288,Action Camera,East,Website,3,36798.18,26752.42,2735.79,7309.98
33119,2025-12-26 00:00:00,19037,2927,Smartwatch,East,Marketplace,4,34724.15,26754.31,2566.66,5403.18
33120,2026-05-02 00:00:00,14858,9312,Nexora Mouse,North,Website,1,809.19,628.77,76.16,104.26
33121,2025-05-01 00:00:00,1989,2988,Bluetooth Speaker,West,B2B,2,8821.21,6043.74,537.14,2240.33
33122,2026-02-09 00:00:00,16967,8882,External HDD,East,Marketplace,1,6436.84,4195.07,800.74,1441.02
33123,2025-11-26 00:00:00,18910,6142,Nexora Mouse,South,Marketplace,4,2988.09,2496.73,208.11,283.25
33124,2025-05-16 00:00:00,17761,118,Business Laptop 14,North,Website,1,57329.34,40184.52,5242.5,11902.33
33125,2026-04-07 00:00:00,3235,7219,Tablet 10,East,Retail,1,23100.31,18580.35,1832.46,2687.5
33126,2026-04-21 00:00:00,9869,2615,Pro Mouse,West,B2B,2,2319.79,1825.0,117.63,377.15
33127,2025-01-05 00:00:00,19622,4482,Surge Protector,South,Marketplace,1,978.08,712.54,126.45,139.09
33128,2025-07-12 00:00:00,23709,4501,Tablet 10,East,B2B,3,61867.47,48983.52,5624.63,7259.32
33129,2025-02-14 00:00:00,6050,8167,4K Monitor,West,Website,1,25254.94,15936.99,2855.59,6462.36
33130,2026-01-02 00:00:00,12717,8386,Surge Protector,Central,Retail,3,3783.08,2363.46,333.43,1086.2
33131,2026-06-20 00:00:00,4645,3806,Smartphone A,Central,Website,1,19502.34,14840.73,2195.14,2466.46
33132,2026-07-23 00:00:00,683,8581,Fast Charger,West,Retail,2,2917.13,2367.22,277.48,272.43
33133,2025-08-29 00:00:00,15770,3146,Mechanical Keyboard,North,Marketplace,4,13788.96,10751.27,1424.67,1613.03
33134,2025-05-26 00:00:00,19292,8103,Studio Headphones,West,Website,2,12458.76,9546.46,1046.38,1865.92
33135,2025-07-10 00:00:00,7416,6206,Nexora Keyboard,West,Website,1,1196.02,775.9,128.53,291.6
33136,2025-02-03 00:00:00,7592,9145,Tablet 10,West,B2B,4,76295.93,53361.91,8872.34,14061.68
33137,2025-08-01 00:00:00,20088,2212,Mesh Router,Central,Marketplace,4,37657.65,23421.68,4648.78,9587.19
33138,2026-02-06 00:00:00,22673,8433,Smart Lock,East,Marketplace,2,15601.3,12317.4,1263.24,2020.66
33139,2025-01-12 00:00:00,16739,3771,Smartphone A,East,Website,1,15415.97,10283.33,1964.49,3168.15
33140,2026-03-19 00:00:00,6035,7126,Pro Mouse,North,B2B,3,3429.0,2718.59,286.95,423.46
33141,2026-05-29 00:00:00,17408,4413,Fitness Band,North,Website,2,6287.62,4505.38,561.74,1220.49
33142,2025-07-10 00:00:00,7336,7949,Fitness Band,Central,Retail,1,3148.23,2342.03,229.33,576.88
33143,2026-04-12 00:00:00,1760,4053,Smartphone Pro,West,B2B,1,49931.38,35230.48,4690.32,10010.58
33144,2025-10-12 00:00:00,19989,9628,SSD 1TB,East,Marketplace,1,7286.16,5373.13,365.64,1547.39
33145,2026-08-24 00:00:00,8186,8346,Smartphone A,Central,B2B,1,19425.81,16071.69,1339.34,2014.78
33146,2025-11-01 00:00:00,8669,1391,SSD 1TB,West,Website,1,6862.94,4159.19,750.11,1953.64
33147,2025-12-31 00:00:00,1190,5257,Mini PC,North,Retail,4,147181.52,103169.33,12011.06,32001.12
33148,2026-05-12 00:00:00,5715,9942,Studio Headphones,West,Retail,4,27404.14,21186.7,1995.45,4221.99
33149,2025-06-16 00:00:00,24979,728,Mechanical Keyboard,East,Retail,1,3561.55,2473.04,457.28,631.23
33150,2026-02-26 00:00:00,4499,2199,Smart Lock,Central,Website,3,27031.06,17139.93,1450.68,8440.46
33151,2026-06-02 00:00:00,17652,6778,Ultrabook,South,Marketplace,3,261904.82,193738.89,18163.1,50002.83
33152,2025-06-15 00:00:00,23050,9588,Smart Monitor 27,East,Marketplace,4,62944.12,52590.14,6377.61,3976.38
33153,2026-05-06 00:00:00,7029,9835,Smart Monitor 24,North,B2B,4,47342.62,39692.15,4710.8,2939.67
33154,2025-06-15 00:00:00,1700,7791,Pro Mouse,South,Marketplace,1,1146.0,715.14,68.47,362.38
33155,2026-01-06 00:00:00,14397,9466,UPS 1KVA,East,Retail,2,14283.23,10252.6,865.2,3165.43
33156,2025-07-17 00:00:00,2207,3630,Mechanical Keyboard,Central,Marketplace,1,3562.82,2680.13,295.23,587.46
33157,2026-01-18 00:00:00,3890,9954,Webcam HD,North,Retail,4,11952.55,9726.33,1163.37,1062.85
33158,2025-03-30 00:00:00,439,3357,Gaming Laptop,South,Website,1,99235.81,68387.37,10911.97,19936.47
33159,2026-05-08 00:00:00,2634,6433,Business Laptop 14,West,Website,2,125663.19,91677.75,12403.46,21581.98
33160,2025-03-23 00:00:00,24478,3481,Nexora Keyboard,South,Retail,2,2484.95,1802.08,321.52,361.34
33161,2025-07-23 00:00:00,9324,2883,4K Monitor,Central,B2B,1,27524.02,22332.47,3446.92,1744.64
33162,2026-05-12 00:00:00,17070,6689,NAS 2-Bay,East,Website,4,110842.7,81583.88,8924.84,20333.97
33163,2025-02-28 00:00:00,20101,6381,Action Camera,Central,Website,2,24032.09,17595.99,2303.62,4132.49
33164,2026-05-21 00:00:00,10180,8202,Business Router,North,Retail,1,17688.31,10729.5,1976.62,4982.18
33165,2025-09-01 00:00:00,22894,7507,Business Laptop 14,West,B2B,3,161496.4,133763.03,11996.21,15737.17
33166,2025-06-08 00:00:00,10926,7840,Nexora Mouse,Central,B2B,4,2548.13,2047.61,167.3,333.22
33167,2026-05-21 00:00:00,4976,5900,USB-C Hub,West,Retail,1,2266.54,1445.03,196.51,624.99
33168,2026-06-02 00:00:00,18559,562,WiFi Router,East,B2B,1,4139.71,2603.71,402.26,1133.74
33169,2026-06-08 00:00:00,15978,1130,Creator Laptop,East,Retail,2,233710.23,147987.39,23599.31,62123.53
33170,2025-12-14 00:00:00,19027,8561,Surge Protector,West,Website,1,1101.42,753.85,115.07,232.5
33171,2025-05-01 00:00:00,24979,4365,NAS 2-Bay,South,Marketplace,2,48548.92,38651.46,6063.86,3833.6
33172,2026-03-09 00:00:00,10818,3784,Nexora Keyboard,North,Marketplace,1,1401.83,1079.85,145.28,176.7
33173,2026-03-04 00:00:00,16211,6373,Smart Monitor 27,North,B2B,1,17323.6,12508.86,2150.81,2663.93
33174,2026-06-20 00:00:00,10054,326,SSD 1TB,Central,B2B,1,7325.24,5880.96,854.61,589.68
33175,2026-03-25 00:00:00,5479,5414,Pro Mouse,East,Marketplace,2,2437.37,1644.57,172.46,620.34
33176,2025-07-07 00:00:00,3708,8655,Surge Protector,Central,Marketplace,2,2115.29,1588.39,198.27,328.63
33177,2025-09-30 00:00:00,13872,3591,Studio Headphones,West,Marketplace,2,11746.66,8560.3,1364.3,1822.07
33178,2026-02-07 00:00:00,19758,7931,NAS 2-Bay,East,Website,4,111552.63,91756.09,8584.1,11212.44
33179,2026-04-18 00:00:00,9785,2041,Mesh Router,East,Retail,1,9216.44,5968.36,910.9,2337.17
33180,2025-07-07 00:00:00,7749,3618,Tablet 10,Central,B2B,4,88266.07,55951.42,9907.98,22406.67
33181,2025-06-08 00:00:00,12789,9409,WiFi Router,North,Website,3,11196.03,9159.18,1008.77,1028.08
33182,2026-07-03 00:00:00,368,5650,Security Camera,North,B2B,1,5690.52,3474.17,619.6,1596.75
33183,2026-08-27 00:00:00,12563,4532,SSD 2TB,East,Marketplace,2,26762.78,18700.53,2535.15,5527.1
33184,2025-07-02 00:00:00,16793,1543,SSD 1TB,Central,Website,2,14124.61,11741.86,1563.09,819.66
33185,2025-02-09 00:00:00,15418,8026,Business Laptop 15,West,Website,2,119117.15,99786.24,6993.6,12337.3
33186,2026-01-16 00:00:00,22536,8668,Smart Monitor 24,East,B2B,2,25299.82,20591.65,1671.97,3036.2
33187,2025-01-10 00:00:00,22541,1540,Business Router,Central,Retail,1,14637.04,8828.35,788.5,5020.19
33188,2025-04-27 00:00:00,7118,7293,Webcam HD,West,Retail,1,2491.38,1820.16,256.25,414.96
33189,2025-11-17 00:00:00,10208,5885,Creator Laptop,East,Marketplace,2,200261.93,145633.64,21005.61,33622.68
33190,2025-08-13 00:00:00,2640,7695,Tablet 10,West,Marketplace,2,45175.8,35533.73,2571.36,7070.71
33191,2025-01-30 00:00:00,4477,6075,Business Laptop 15,West,B2B,1,64621.96,52119.41,7440.75,5061.8
33192,2025-08-02 00:00:00,11517,4962,Business Laptop 14,West,B2B,1,60820.26,49748.75,5815.79,5255.72
33193,2026-02-15 00:00:00,23716,5709,Smartphone Pro,North,Marketplace,2,89931.69,68232.86,10801.18,10897.65
33194,2026-04-02 00:00:00,15025,3939,4K Monitor,East,B2B,1,31082.49,19886.08,1674.43,9521.98
33195,2026-04-03 00:00:00,19136,2000,Surge Protector,Central,Website,1,1231.86,877.56,123.66,230.64
33196,2025-06-24 00:00:00,17100,5257,Bluetooth Speaker,South,Retail,4,17007.82,12999.76,1036.12,2971.95
33197,2026-02-08 00:00:00,16259,5831,Business Laptop 15,Central,Marketplace,3,196589.59,121300.0,10720.77,64568.83
33198,2025-07-19 00:00:00,9238,9234,Mesh Router,Central,B2B,3,27468.45,17834.86,2057.99,7575.6
33199,2026-01-31 00:00:00,13850,6513,Mini PC,East,Website,1,39370.18,24704.18,4042.31,10623.7
33200,2025-01-06 00:00:00,8525,3424,SSD 1TB,South,Marketplace,3,21039.83,13965.99,2425.95,4647.89
33201,2025-09-06 00:00:00,12178,9460,Fitness Band,Central,B2B,2,6507.92,4432.1,643.55,1432.27
33202,2025-07-12 00:00:00,2046,5673,4K Monitor,North,B2B,2,53144.86,37002.23,4687.32,11455.31
33203,2026-02-10 00:00:00,7590,53,SSD 2TB,West,Retail,1,13616.9,11378.14,978.37,1260.4
33204,2025-06-15 00:00:00,11664,5139,Webcam Pro,South,Retail,1,6362.34,5063.65,607.92,690.77
33205,2025-07-02 00:00:00,7297,7498,SSD 2TB,North,Marketplace,1,11716.76,9289.69,1169.97,1257.09
33206,2025-11-28 00:00:00,22243,7448,Wireless Headset,South,Retail,1,3177.34,2251.58,178.46,747.3
33207,2026-02-02 00:00:00,22282,1073,Fast Charger,West,Marketplace,3,3904.32,3110.05,495.42,298.86
33208,2025-09-02 00:00:00,19451,5996,USB-C Hub,South,Retail,1,2095.37,1672.11,175.94,247.31
33209,2026-06-27 00:00:00,14708,8439,Business Router,South,Marketplace,2,32046.7,21210.37,3315.46,7520.87
33210,2026-08-20 00:00:00,14802,3492,Fitness Band,West,Marketplace,4,14905.2,9793.11,1859.86,3252.23
33211,2026-01-04 00:00:00,6393,6392,Nexora Keyboard,West,Retail,1,1273.58,996.51,131.67,145.4
33212,2025-11-29 00:00:00,23585,6019,USB-C Hub,North,Retail,2,3926.93,3022.12,325.72,579.1
33213,2025-11-13 00:00:00,20717,6815,Bluetooth Speaker,West,B2B,1,4315.44,2865.72,417.31,1032.41
33214,2025-02-14 00:00:00,9419,7954,UPS 2KVA,Central,Retail,2,27696.29,19687.76,2511.57,5496.95
33215,2025-09-08 00:00:00,3036,8060,Smartphone Pro,East,B2B,1,47765.17,31312.79,3723.09,12729.28
33216,2026-05-08 00:00:00,17288,8356,Smart Monitor 24,West,Retail,2,24662.51,19288.63,1475.54,3898.34
33217,2026-02-26 00:00:00,18708,8110,Smart Monitor 24,West,Website,3,36829.26,24009.68,4168.66,8650.93
33218,2025-02-02 00:00:00,2961,4498,Nexora Keyboard,West,Website,4,5262.24,4382.89,632.96,246.39
33219,2025-03-26 00:00:00,9267,1156,Webcam HD,East,Website,1,2413.74,1997.65,122.67,293.42
33220,2026-05-25 00:00:00,3056,9178,Business Router,East,Retail,1,18113.59,13186.62,1307.64,3619.33
33221,2026-03-23 00:00:00,20406,6972,Smartphone Pro,West,B2B,2,86070.97,58844.11,9084.73,18142.13
33222,2025-09-04 00:00:00,24691,3502,Business Laptop 14,East,Marketplace,4,214608.69,160107.52,26262.14,28239.03
33223,2026-07-27 00:00:00,5348,1594,Nexora Mouse,East,Marketplace,1,800.51,567.96,82.64,149.91
33224,2025-02-07 00:00:00,18755,2903,4K Monitor,Central,Retail,1,26798.38,21389.02,1580.72,3828.63
33225,2026-04-09 00:00:00,12909,9995,Business Laptop 15,South,Website,1,67278.05,54668.52,6498.02,6111.51
33226,2026-08-18 00:00:00,1026,1409,USB-C Hub,North,B2B,1,2061.49,1631.76,265.24,164.49
33227,2025-09-23 00:00:00,19109,2973,Smartwatch,North,B2B,1,8199.0,5352.22,750.94,2095.85
33228,2025-10-29 00:00:00,15321,5317,Power Bank,East,Website,4,6728.27,4959.16,762.42,1006.69
33229,2025-05-10 00:00:00,1914,9798,Surge Protector,North,B2B,4,4635.1,3841.09,575.45,218.56
33230,2026-06-04 00:00:00,16056,9095,Business Laptop 14,North,Retail,1,67889.24,45464.67,5216.53,17208.04
33231,2026-03-18 00:00:00,21107,80,Smart Monitor 24,North,Retail,4,45759.07,38343.04,5064.24,2351.79
33232,2025-09-13 00:00:00,12843,3969,WiFi Router,South,Marketplace,2,7762.83,6454.94,970.25,337.64
33233,2025-05-23 00:00:00,6076,2206,Business Laptop 14,South,Marketplace,2,106531.65,85421.98,10920.98,10188.7
33234,2025-10-08 00:00:00,15732,4214,Fitness Band,Central,Marketplace,2,6570.25,4218.44,560.77,1791.04
33235,2025-10-02 00:00:00,14453,6943,SSD 2TB,South,Marketplace,1,13324.58,8859.93,726.26,3738.39
33236,2025-08-09 00:00:00,12858,4080,Security Camera,East,Marketplace,1,4925.18,3192.69,330.88,1401.61
33237,2026-05-26 00:00:00,8415,4886,Smart Monitor 27,West,Retail,4,70388.15,56162.8,8185.19,6040.16
33238,2025-08-13 00:00:00,23261,8602,Smartwatch,South,Marketplace,4,36892.72,26789.05,2441.62,7662.04
33239,2025-03-11 00:00:00,820,1281,Wireless Headset,North,B2B,2,6151.14,3997.04,676.01,1478.09
